Title,Portage Bridge bike counter - updated daily
2018-01-20,0
2018-01-21,0
2018-01-22,0
2018-01-23,0
2018-01-24,0
2018-01-25,0
2018-01-26,0
2018-01-27,0
2018-01-28,0
2018-01-29,0
2018-01-30,0
2018-01-31,0
2018-02-01,0
2018-02-02,0
2018-02-03,0
2018-02-04,0
2018-02-05,0
2018-02-06,0
2018-02-07,0
2018-02-08,0
2018-02-09,0
2018-02-10,0
2018-02-11,0
2018-02-12,0
2018-02-13,0
2018-02-14,0
2018-02-15,0
2018-02-16,0
2018-02-17,0
2018-02-18,0
2018-02-19,0
2018-02-20,0
2018-02-21,0
2018-02-22,0
2018-02-23,0
2018-02-24,0
2018-02-25,0
2018-02-26,0
2018-02-27,0
2018-02-28,0
2018-03-01,0
2018-03-02,0
2018-03-03,0
2018-03-04,0
2018-03-05,0
2018-03-06,0
2018-03-07,0
2018-03-08,0
2018-03-09,0
2018-03-10,0
2018-03-11,0
2018-03-12,0
2018-03-13,0
2018-03-14,0
2018-03-15,0
2018-03-16,0
2018-03-17,0
2018-03-18,0
2018-03-18,0
2018-03-19,0
2018-03-20,0
2018-03-21,0
2018-03-22,0
2018-03-23,0
2018-03-24,0
2018-03-25,0
2018-03-26,0
2018-03-27,0
2018-03-28,0
2018-03-29,0
2018-03-30,0
2018-03-31,0
2018-04-01,0
2018-04-02,0
2018-04-03,0
2018-04-04,0
2018-04-05,0
2018-04-06,0
2018-04-07,0
2018-04-08,0
2018-04-09,0
2018-04-10,0
2018-04-11,0
2018-04-12,0
2018-04-13,0
2018-04-14,0
2018-04-15,0
2018-04-16,0
2018-04-17,0
2018-04-18,0
2018-04-20,0
2018-04-21,0
2018-04-22,0
2018-04-23,0
2018-04-24,0
2018-04-25,0
2018-04-26,0
2018-04-27,0
2018-04-28,0
2018-04-29,0
2018-04-30,0
2018-05-01,0
2018-05-02,0
2018-05-02,911
2018-05-03,1061
2018-05-04,1083
2018-05-05,961
2018-05-06,816
2018-05-07,2217
2018-05-08,2644
2018-05-09,2729
2018-05-10,1334
2018-05-11,1952
2018-05-12,887
2018-05-13,1071
2018-05-14,2612
2018-05-15,2179
2018-05-16,2732
2018-05-17,2560
2018-05-18,2222
2018-05-19,356
2018-05-20,901
2018-05-21,1436
2018-05-22,2239
2018-05-23,2795
2018-05-24,2815
2018-05-25,1837
2018-05-26,471
2018-05-27,984
2018-05-28,2239
2018-05-29,3311
2018-05-30,3041
2018-05-31,2389
2018-06-01,1878
2018-06-02,1326
2018-06-03,1153
2018-06-04,901
2018-06-05,1688
2018-06-06,2587
2018-06-07,2494
2018-06-08,2760
2018-06-09,1026
2018-06-10,1242
2018-06-11,3019
2018-06-12,3071
2018-06-13,1858
2018-06-14,1730
2018-06-15,2498
2018-06-16,1010
2018-06-17,1061
2018-06-18,1789
2018-06-19,3197
2018-06-20,3008
2018-06-21,2810
2018-06-22,2564
2018-06-23,487
2018-06-24,1013
2018-06-25,1897
2018-06-26,2998
2018-06-27,2213
2018-06-28,1805
2018-06-29,2492
2018-06-30,667
2018-07-01,1235
2018-07-02,533
2018-07-03,2400
2018-07-04,2448
2018-07-05,2256
2018-07-06,2329
2018-07-07,1025
2018-07-08,1198
2018-07-09,2497
2018-07-10,2892
2018-07-11,2935
2018-07-12,2748
2018-07-13,2305
2018-07-14,753
2018-07-15,1072
2018-07-16,2373
2018-07-17,2452
2018-07-18,2970
2018-07-19,2395
2018-07-20,2218
2018-07-21,1037
2018-07-22,390
2018-07-23,1517
2018-07-24,1124
2018-07-25,592
2018-07-26,2358
2018-07-27,1903
2018-07-28,817
2018-07-29,1221
2018-07-30,2549
2018-07-31,2746
2018-08-01,1468
2018-08-02,2445
2018-08-03,2039
2018-08-04,875
2018-08-05,900
2018-08-06,1083
2018-08-07,1400
2018-08-08,2025
2018-08-09,2308
2018-08-10,2258
2018-08-11,1084
2018-08-12,1111
2018-08-13,2444
2018-08-14,2290
2018-08-15,2452
2018-08-16,2679
2018-08-17,968
2018-08-18,1032
2018-08-19,1203
2018-08-20,2501
2018-08-21,1805
2018-08-22,1597
2018-08-23,2645
2018-08-24,2204
2018-08-25,1028
2018-08-26,589
2018-08-27,2123
2018-08-28,2070
2018-08-29,1794
2018-08-30,2326
2018-08-31,2176
2018-09-01,767
2018-09-02,330
2018-09-03,764
2018-09-04,2570
2018-09-05,2220
2018-09-06,2275
2018-09-07,2303
2018-09-08,781
2018-09-09,834
2018-09-10,1517
2018-09-11,1611
2018-09-12,2473
2018-09-13,2622
2018-09-14,2379
2018-09-15,779
2018-09-16,876
2018-09-17,2497
2018-09-18,2665
2018-09-19,2441
2018-09-20,1808
2018-09-21,722
2018-09-22,116
2018-09-23,529
2018-09-24,1085
2018-09-25,746
2018-09-26,1519
2018-09-27,2269
2018-09-28,1882
2018-09-29,545
2018-09-30,334
2018-10-01,1756
2018-10-02,955
2018-10-03,1942
2018-10-04,1191
2018-10-05,1436
2018-10-06,226
2018-10-07,335
2018-10-08,288
2018-10-09,1911
2018-10-10,1915
2018-10-11,1193
2018-10-12,1495
2018-10-13,359
2018-10-14,535
2018-10-15,1224
2018-10-16,1612
2018-10-17,1439
2018-10-18,1294
2018-10-19,1521
2018-10-20,286
2018-10-21,150
2018-10-22,1287
2018-10-23,1444
2018-10-24,1448
2018-10-25,1327
2018-10-26,1222
2018-10-27,171
2018-10-28,50
2018-10-29,878
2018-10-30,1403
2018-10-31,684
2018-11-01,1178
2018-11-02,778
2018-11-03,92
2018-11-04,326
2018-11-05,978
2018-11-06,785
2018-11-07,1095
2018-11-08,1224
2018-11-09,644
2018-11-10,54
2018-11-11,95
2018-11-12,145
2018-11-13,333
2018-11-14,307
2018-11-15,406
2018-11-17,0
2018-11-18,0
2018-11-19,0
2018-11-20,0
2018-11-21,0
2018-11-22,0
2018-11-23,0
2018-11-24,0
2018-11-25,0
2018-11-26,0
2018-11-27,0
2018-11-28,0
2018-11-29,0
2018-11-30,0
2018-12-01,0
2018-12-02,0
2018-12-03,0
2018-12-04,0
2018-12-05,0
2018-12-06,0
2018-12-07,0
2018-12-08,0
2018-12-09,0
2018-12-10,0
2018-12-11,0
2018-12-12,0
2018-12-13,0
2018-12-14,0
2018-12-15,0
2018-12-16,0
2018-12-17,0
2018-12-18,0
2018-12-19,0
2018-12-20,0
2018-12-21,0
2018-12-22,0
2018-12-23,0
2018-12-24,0
2018-12-25,0
2018-12-26,0
2018-12-27,0
2018-12-28,0
2018-12-29,0
2018-12-30,0
2018-12-31,0
2019-01-01,0
2019-01-02,0
2019-01-03,0
2019-01-04,0
2019-01-05,0
2019-01-06,0
2019-01-07,0
2019-01-08,0
2019-01-09,0
2019-01-10,0
2019-01-11,0
2019-01-12,0
2019-01-13,0
2019-01-14,0
2019-01-15,0
2019-01-16,0
2019-01-17,0
2019-01-18,0
2019-01-19,0
2019-01-20,0
2019-01-21,0
2019-01-22,0
2019-01-23,0
2019-01-24,0
2019-01-25,0
2019-01-26,0
2019-01-27,0
2019-01-28,0
2019-01-29,0
2019-01-30,0
2019-01-31,0
2019-02-01,0
2019-02-02,0
2019-02-03,0
2019-02-04,0
2019-02-05,0
2019-02-06,0
2019-02-07,0
2019-02-08,0
2019-02-09,0
2019-02-10,0
2019-02-11,0
2019-02-12,0
2019-02-13,0
2019-02-14,0
2019-02-15,0
2019-02-16,0
2019-02-17,0
2019-02-18,0
2019-02-19,0
2019-02-20,0
2019-02-21,0
2019-02-22,0
2019-02-23,0
2019-02-24,0
2019-02-25,0
2019-02-26,0
2019-02-27,0
2019-02-28,0
2019-03-01,0
2019-03-02,0
2019-03-03,0
2019-03-04,0
2019-03-05,0
2019-03-06,0
2019-03-07,0
2019-03-08,0
2019-03-09,0
2019-03-10,0
2019-03-11,0
2019-03-12,0
2019-03-13,0
2019-03-14,0
2019-03-15,0
2019-03-16,0
2019-03-17,0
2019-03-18,0
2019-03-19,0
2019-03-20,0
2019-03-21,0
2019-03-22,0
2019-03-23,0
2019-03-24,0
2019-03-25,0
2019-03-26,0
2019-03-27,0
2019-03-28,0
2019-03-29,0
2019-03-30,0
2019-03-31,0
2019-04-01,0
2019-04-02,0
2019-04-03,0
2019-04-04,0
2019-04-05,0
2019-04-06,0
2019-04-07,0
2019-04-08,0
2019-04-09,0
2019-04-10,0
2019-04-11,0
2019-04-12,0
2019-04-13,0
2019-04-14,0
2019-04-15,0
2019-04-16,0
2019-04-17,0
2019-04-18,0
2019-04-19,0
2019-04-20,0
2019-04-21,0
2019-04-22,0
2019-04-23,0
2019-04-24,0
2019-04-25,0
2019-04-26,0
2019-04-27,0
2019-04-28,0
2019-04-29,0
2019-04-30,0
2019-05-01,0
2019-05-02,0
2019-05-03,0
2019-05-04,0
2019-05-05,0
2019-05-06,0
2019-05-07,0
2019-05-08,0
2019-05-09,0
2019-05-10,0
2019-05-11,0
2019-05-12,0
2019-05-13,0
2019-05-14,0
2019-05-15,0
2019-05-16,0
2019-05-17,0
2019-05-18,0
2019-05-19,0
2019-05-20,0
2019-05-21,0
2019-05-22,0
2019-05-23,0
2019-05-24,0
2019-05-25,0
2019-05-26,0
2019-05-27,0
2019-05-28,0
2019-05-29,0
2019-05-30,0
2019-05-31,0
2019-06-01,0
2019-06-02,0
2019-06-03,0
2019-06-04,0
2019-06-05,0
2019-06-06,0
2019-06-07,0
2019-06-08,0
2019-06-09,0
2019-06-10,0
2019-06-11,0
2019-06-12,0
2019-06-13,0
2019-06-14,0
2019-06-15,0
2019-06-16,0
2019-06-17,0
2019-06-18,0
2019-06-19,0
2019-06-20,0
2019-06-21,0
2019-06-22,0
2019-06-23,0
2019-06-24,0
2019-06-25,0
2019-06-26,0
2019-06-27,0
2019-06-28,0
2019-06-29,0
2019-06-30,0
2019-07-01,0
2019-07-02,0
2019-07-03,0
2019-07-04,0
2019-07-05,0
2019-07-06,0
2019-07-07,0
2019-07-08,0
2019-07-09,0
2019-07-10,0
2019-07-11,0
2019-07-12,0
2019-07-13,0
2019-07-14,0
2019-07-15,0
2019-07-16,0
2019-07-17,0
2019-07-18,0
2019-07-19,0
2019-07-20,0
2019-07-21,0
2019-07-22,0
2019-07-23,0
2019-07-24,0
2019-07-25,0
2019-07-26,0
2019-07-27,0
2019-07-28,0
2019-07-29,0
2019-07-30,0
2019-07-31,0
2019-08-01,0
2019-08-02,0
2019-08-03,0
2019-08-04,0
2019-08-05,0
2019-08-06,0
2019-08-07,0
2019-08-08,0
2019-08-09,0
2019-08-10,0
2019-08-11,0
2019-08-12,0
2019-08-13,0
2019-08-14,0
2019-08-15,0
2019-08-16,0
2019-08-17,0
2019-08-18,0
2019-08-19,0
2019-08-20,0
2019-08-21,0
2019-08-22,0
2019-08-23,0
2019-08-24,0
2019-08-25,0
2019-08-26,0
2019-08-27,0
2019-08-28,0
2019-08-29,0
2019-08-30,0
2019-08-31,0
2019-09-01,0
2019-09-02,0
2019-09-03,0
2019-09-04,0
2019-09-05,0
2019-09-06,0
2019-09-07,0
2019-09-08,0
2019-09-09,0
2019-09-10,0
2019-09-11,0
2019-09-12,0
2019-09-13,0
2019-09-14,0
2019-09-15,0
2019-09-16,0
2019-09-17,0
2019-09-18,0
2019-09-19,0
2019-09-20,0
2019-09-21,0
2019-09-22,0
2019-09-23,0
2019-09-24,0
2019-09-25,0
2019-09-26,0
2019-09-27,0
2019-09-28,0
2019-09-29,0
2019-09-30,0
2019-10-01,0
2019-10-02,0
2019-10-03,0
2019-10-04,0
2019-10-05,0
2019-10-06,0
2019-10-07,0
2019-10-08,0
2019-10-09,0
2019-10-10,0
2019-10-11,0
2019-10-12,0
2019-10-13,0
2019-10-14,0
2019-10-15,0
2019-10-16,0
2019-10-17,0
2019-10-18,0
2019-10-19,0
2019-10-20,0
2019-10-21,0
2019-10-22,0
2019-10-23,0
2019-10-24,0
2019-10-25,0
2019-10-26,0
2019-10-27,0
2019-10-28,0
2019-10-29,0
2019-10-30,0
2019-10-31,0
2019-11-01,0
2019-11-02,0
2019-11-03,0
2019-11-04,0
2019-11-05,0
2019-11-06,0
2019-11-07,0
2019-11-08,0
2019-11-09,0
2019-11-10,0
2019-11-11,0
2019-11-12,0
2019-11-13,0
2019-11-14,0
2019-11-15,0
2019-11-16,0
2019-11-17,0
2019-11-18,0
2019-11-19,0
2019-11-20,0
2019-11-21,0
2019-11-22,0
2019-11-23,0
2019-11-24,0
2019-11-25,0
2019-11-26,0
2019-11-27,0
2019-11-28,0
2019-11-28,452
2019-11-29,431
2019-11-30,53
2019-12-01,33
2019-12-02,476
2019-12-03,527
2019-12-04,408
2019-12-05,346
2019-12-06,274
2019-12-07,44
2019-12-08,34
2019-12-09,303
2019-12-10,413
2019-12-11,375
2019-12-12,327
2019-12-13,344
2019-12-14,21
2019-12-15,8
2019-12-16,292
2019-12-17,297
2019-12-18,272
2019-12-19,180
2019-12-20,203
2019-12-21,14
2019-12-22,22
2019-12-23,191
2019-12-24,121
2019-12-25,13
2019-12-26,23
2019-12-27,53
2019-12-28,25
2019-12-29,25
2019-12-30,41
2019-12-31,61
2020-01-01,10
2020-01-02,139
2020-01-03,158
2020-01-04,16
2020-01-05,16
2020-01-06,258
2020-01-07,286
2020-01-08,292
2020-01-09,232
2020-01-10,255
2020-01-11,10
2020-01-12,16
2020-01-13,269
2020-01-14,291
2020-01-15,281
2020-01-16,232
2020-01-17,197
2020-01-18,13
2020-01-19,15
2020-01-20,221
2020-01-21,265
2020-01-22,279
2020-01-23,296
2020-01-24,265
2020-01-25,13
2020-01-26,13
2020-01-27,276
2020-01-28,288
2020-01-29,285
2020-01-30,253
2020-01-31,230
2020-02-01,13
2020-02-02,13
2020-02-03,287
2020-02-04,327
2020-02-05,282
2020-02-06,260
2020-02-07,114
2020-02-08,12
2020-02-09,14
2020-02-10,139
2020-02-11,257
2020-02-12,251
2020-02-13,225
2020-02-14,165
2020-02-15,6
2020-02-16,20
2020-02-17,216
2020-02-18,196
2020-02-19,270
2020-02-20,252
2020-02-21,217
2020-02-22,32
2020-02-23,40
2020-02-24,326
2020-02-25,334
2020-02-26,249
2020-02-27,87
2020-02-28,150
2020-02-29,22
2020-03-01,13
2020-03-02,214
2020-03-03,232
2020-03-04,248
2020-03-05,265
2020-03-06,195
2020-03-07,33
2020-03-08,29
2020-03-09,367
2020-03-10,281
2020-03-11,345
2020-03-12,373
2020-03-13,203
2020-03-14,69
2020-03-15,55
2020-03-16,162
2020-03-17,75
2020-03-18,119
2020-03-19,110
2020-03-20,81
2020-03-21,58
2020-03-22,108
2020-03-23,54
2020-03-24,64
2020-03-25,105
2020-03-26,62
2020-03-27,216
2020-03-28,168
2020-03-29,22
2020-03-30,39
2020-03-31,246
2020-04-01,188
2020-04-02,166
2020-04-03,75
2020-04-04,211
2020-04-05,86
2020-04-06,152
2020-04-07,148
2020-04-08,93
2020-04-09,41
2020-04-10,64
2020-04-11,158
2020-04-12,102
2020-04-13,18
2020-04-14,90
2020-04-15,80
2020-04-16,81
2020-04-17,104
2020-04-18,182
2020-04-19,39
2020-04-20,130
2020-04-21,55
2020-04-22,49
2020-04-23,135
2020-04-24,126
2020-04-25,308
2020-04-26,99
2020-04-27,166
2020-04-28,265
2020-04-29,149
2020-04-30,56
2020-05-01,167
2020-05-02,344
2020-05-03,297
2020-05-04,110
2020-05-05,166
2020-05-06,248
2020-05-07,182
2020-05-08,116
2020-05-09,57
2020-05-10,225
2020-05-11,180
2020-05-12,183
2020-05-13,382
2020-05-14,352
2020-05-15,109
2020-05-16,534
2020-05-17,658
2020-05-18,871
2020-05-19,467
2020-05-20,705
2020-05-21,685
2020-05-22,729
2020-05-23,1192
2020-05-24,1229
2020-05-25,413
2020-05-26,651
2020-05-27,628
2020-05-28,545
2020-05-29,461
2020-05-30,709
2020-05-31,661
2020-06-01,483
2020-06-02,347
2020-06-03,454
2020-06-04,933
2020-06-05,890
2020-06-06,896
2020-06-07,1321
2020-06-08,716
2020-06-09,592
2020-06-10,420
2020-06-11,597
2020-06-12,642
2020-06-13,755
2020-06-14,1199
2020-06-15,772
2020-06-16,815
2020-06-17,800
2020-06-18,788
2020-06-19,708
2020-06-20,855
2020-06-21,803
2020-06-22,430
2020-06-23,650
2020-06-24,683
2020-06-25,940
2020-06-26,1031
2020-06-27,649
2020-06-28,1019
2020-06-29,812
2020-06-30,913
2020-07-01,1629
2020-07-02,579
2020-07-03,854
2020-07-04,1057
2020-07-05,997
2020-07-06,831
2020-07-07,788
2020-07-08,761
2020-07-09,577
2020-07-10,606
2020-07-11,343
2020-07-12,908
2020-07-13,890
2020-07-14,1093
2020-07-15,1050
2020-07-16,701
2020-07-17,715
2020-07-18,1161
2020-07-19,705
2020-07-20,862
2020-07-21,1105
2020-07-22,669
2020-07-23,850
2020-07-24,1212
2020-07-25,1208
2020-07-26,920
2020-07-27,368
2020-07-28,1212
2020-07-29,698
2020-07-30,858
2020-07-31,1100
2020-08-01,1295
2020-08-02,128
2020-08-03,1238
2020-08-04,229
